Type,Distribution Channel,Invoice Number,Year,Month,Date,Representative ,Customer Category,Customer Activity,Customer,Product Group,Product,Customer Grade,Discounts and Promotions(IRR),Volume,Value(IRR)
فروش,آنلاین,1122.0,1404,اردیبهشت,1404/02/18,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Trisa-Toothbrush,تريزا مسواک فيل گود اسمارت کلين نرم,B,0,1,2474891
فروش,آنلاین,600.0,1404,اردیبهشت,1404/02/06,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Trisa-Toothbrush,تريزا مسواک فيل گود اسمارت کلين نرم دوتايي,B,0,1,3215782
فروش,آنلاین,1548.0,1404,اردیبهشت,1404/02/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Trisa-Toothbrush,تريزا مسواک کول اند فرش نرم با محافظ,B,0,1,2537945
فروش,آنلاین,1264.0,1404,اردیبهشت,1404/02/22,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Trisa-Toothbrush,تريزا مسواک کيد  پروکلين,B,0,1,2222673
فروش,آنلاین,1548.0,1404,اردیبهشت,1404/02/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Trisa-Toothbrush,تريزا مسواک کيد  پروکلين,B,0,1,2222673
فروش,آنلاین,1493.0,1404,اردیبهشت,1404/02/28,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,SHE -Bag,شي کيف آرايشي سکرت,B,0,1,2002111
فروش,آنلاین,1055.0,1404,اردیبهشت,1404/02/15,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,SHE -Bag,شي کيف آرايشي فان,B,0,1,2027550
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Elchim-1,الشيم سشوار  ايت سنس ران آمتيست,A,0,2,236871818
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Babyliss-3,بابليس  سشوار اير پرو  2200 وات آيونيک  مدل 6719DE,A,0,2,79513636
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Babyliss-2,بابليس پرو اتوي مو اي پي تک 24 ميليمتري مدل BAB2072EPE با صفحه صيقلي/حرفه اي,A,0,2,118088182
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Babyliss-3,بابليس پرو فرکننده مو پرگرم 32 ميليمتري مدل BAB2174TTE تيتانيومي کهربايي,A,0,2,68664546
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Babyliss-3,بابليس پرو فرکننده مو تيتانيوم تورمالين 19 ميلي متر تيتانيوم تورمالين مدل BAB2272TTE,A,0,2,77736364
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Babyliss-3,بابليس پرو ماشين اصلاح فويل تيتانيوم تورمالين فلزي تک لبه مدل FXFS1E,A,0,2,63332728
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Valera-2,ولرا اتوي مو اپتا  100,A,0,2,128195454
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Valera-2,ولرا سشوار مستر پرو 3000 لايت پرل وايت مدل MP 3.0X RC PW,A,0,2,154360000
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Valera-3,ولرا موزن گوش و بيني تريمي مدل 624.02,A,0,2,21868182
فروش,آنلاین,2025.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,آتي تجارت يگانه,Valera-2,ولرا ويور مو سيلهوت مدل 647.02,A,0,2,97440910
فروش,آنلاین,1054.0,1404,اردیبهشت,1404/02/15,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-2,بابليس پرو اتوي مو اکسکلوسيو مدل BAB2191SEPE  التراسونيک (با  مخزن و بخار آب),A+,0,1,75887727
فروش,آنلاین,1374.0,1404,اردیبهشت,1404/02/25,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-2,بابليس پرو اتوي مو اليپسيس 3000 مدل BAB3000EPE مشکي,A+,0,1,76196182
فروش,آنلاین,788.0,1404,اردیبهشت,1404/02/09,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو اتوي مو اي پي تک 25 ميليمتري مدل BAB2654EPE,A+,0,1,30924545
فروش,آنلاین,1054.0,1404,اردیبهشت,1404/02/15,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو اتوي مو اي پي تک 25 ميليمتري مدل BAB2654EPE,A+,0,1,30924545
فروش,آنلاین,628.0,1404,اردیبهشت,1404/02/06,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو اتوي مو اي پي تک 25 ميليمتري مدلBAB2670EPE  با برس مو قابل تعويض,A+,0,1,46394727
فروش,آنلاین,628.0,1404,اردیبهشت,1404/02/06,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-2,بابليس پرو بيگودي حرارتي سراميک پالس 20 تايي روکش سراميکي مدل BAB3021E,A+,0,1,63945000
فروش,آنلاین,665.0,1404,اردیبهشت,1404/02/07,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو حالت دهنده مو بلو لايتنينگ مدل BAB2650E حرفه اي,A+,0,1,28116818
فروش,آنلاین,788.0,1404,اردیبهشت,1404/02/09,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو حالت دهنده مو تيتانيومي تورمالين 32 ميليمتري 7000 وات مدل BAB2676TTE,A+,0,1,29516727
فروش,آنلاین,1488.0,1404,اردیبهشت,1404/02/28,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو فرکننده مو تيتانيوم تورمالين 19 ميلي متر تيتانيوم تورمالين مدل BAB2172TTE,A+,0,1,30924545
فروش,آنلاین,628.0,1404,اردیبهشت,1404/02/06,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو فرکننده مو تيتانيوم تورمالين 38 ميلي متر تيتانيوم تورمالين مدل BAB2275TTE,A+,0,1,46394727
فروش,آنلاین,835.0,1404,اردیبهشت,1404/02/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-3,بابليس پرو فرکننده مو تيتانيوم تورمالين 38 ميلي متر تيتانيوم تورمالين مدل BAB2275TTE,A+,0,2,92789454
فروش,آنلاین,1169.0,1404,اردیبهشت,1404/02/20,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,تجارت خلاق هدف,Babyliss-2,بابليس پرو ويور مو آيونيک مدل 2469 مدل BAB2469TTE  هاي دف,A+,0,1,58432364
فروش,آنلاین,1061.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Bionamel-ToothPaste,بايونمل خمير دندان خردسال با طعم توت فرنگي 75 گرم,A,241171,6,2773469
فروش,آنلاین,1061.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Bionamel-ToothPaste,بايونمل خمير دندان سفيد کننده 130 گرم,A,482342,6,5546938
فروش,آنلاین,1061.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Bionamel-ToothPaste,بايونمل خمير دندان کودک با طعم  بلوبري 75 گرم,A,241171,6,2773469
فروش,آنلاین,1061.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Bionamel-ToothPaste,بايونمل خمير دندان محافظت کننده کامل 130 گرم,A,482342,6,5546938
فروش,آنلاین,1061.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Bionamel-ToothPaste,بايونمل خمير دندان مناسب دندان هاي حساس 130 گرم,A,530644,6,6102416
فروش,آنلاین,1061.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Bionamel-ToothPaste,بايونمل دهانشويه لثه و دندان حساس 500 ميل,A,434035,6,4991405
فروش,آنلاین,1061.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Bionamel-ToothPaste,بايونمل دهانشويه محافظت کننده کامل 500 ميل,A,434035,6,4991405
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,4881216,24,56133984
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا مسواک پرل وايت متوسط,A,1269148,12,14595212
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا مسواک پرل وايت نرم,A,1269148,12,14595212
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا مسواک پرو اينتردنتال متوسط دو تايي,A,2629219,12,30236021
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا مسواک پرو اينتردنتال نرم دو تايي,A,2629219,12,30236021
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا مسواک فلکسيبل متوسط دو تايي,A,2196403,12,25258637
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا مسواک فلکسيبل نرم دو تايي,A,2196403,12,25258637
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا مسواک فلکسيبل هد متوسط چهارتايي,A,4490476,12,51640484
فروش,آنلاین,1060.0,1404,اردیبهشت,1404/02/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,درمان کالا - VIP,Trisa-Toothbrush,تريزا مسواک فلکسيبل هد نرم چهارتايي,A,4490476,12,51640484
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه آکوا دريم 200 ميل,A,0,4,7956000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه پرپل رز 200 ميل,A,0,4,7956000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه مون لايت 200 ميل,A,0,4,7956000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO,ادرويت پرفيوم بادي اسپري زنانه ميس اکلت 200 ميل,A,0,4,7956000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه امپريال مجستي 200 ميل,A,0,4,9000000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه رد کربن 200 ميل,A,0,4,9000000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه سو الور 200 ميل,A,0,4,9000000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO,ادرويت پرفيوم بادي اسپري مردانه موسيو ساواژ 200 ميل,A,0,5,11250000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO Roll,ادرويت دئورولان زنانه آکوا دريم 50 ميل,A,0,3,3750000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO Roll,ادرويت دئورولان زنانه پرپل رز 50 ميل,A,0,3,3750000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO Roll,ادرويت دئورولان زنانه مون لايت 50 ميل,A,0,3,3750000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO Roll,ادرويت دئورولان زنانه ميس اکلت 50 ميل,A,0,3,3750000
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO Roll,ادرويت دئورولان مردانه امپريال مجستي 65 ميل,A,0,3,4199700
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO Roll,ادرويت دئورولان مردانه رد کربن 65 ميل,A,0,3,4199700
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO Roll,ادرويت دئورولان مردانه سو الور 65 ميل,A,0,3,4199700
فروش,آنلاین,1739.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Adroit-DEO Roll,ادرويت دئورولان مردانه موسيو ساواژ 65 ميل,A,0,3,4199700
فروش,آنلاین,623.0,1404,اردیبهشت,1404/02/03,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Babyliss-3,بابليس پرو فرکننده مو تيتانيوم تورمالين 38 ميلي متر تيتانيوم تورمالين مدل BAB2275TTE,A,0,1,45328182
فروش,آنلاین,1738.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Bionamel-ToothPaste,بايونمل خمير دندان خردسال با طعم توت فرنگي 75 گرم,A,0,3,1507320
فروش,آنلاین,1738.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Bionamel-ToothPaste,بايونمل خمير دندان سفيد کننده 130 گرم,A,0,4,4019520
فروش,آنلاین,1738.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Bionamel-ToothPaste,بايونمل خمير دندان کودک با طعم  بلوبري 75 گرم,A,0,3,1507320
فروش,آنلاین,1738.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Bionamel-ToothPaste,بايونمل خمير دندان محافظت کننده کامل 130 گرم,A,0,4,4019520
فروش,آنلاین,1738.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Bionamel-ToothPaste,بايونمل خمير دندان مناسب دندان هاي حساس 130 گرم,A,0,4,4422040
فروش,آنلاین,1738.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Bionamel-ToothPaste,بايونمل دهانشويه لثه و دندان حساس 500 ميل,A,0,3,2712720
فروش,آنلاین,1738.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Bionamel-ToothPaste,بايونمل دهانشويه محافظت کننده کامل 500 ميل,A,0,3,2712720
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا اسپيس بين دنداني پروفشنال,A,0,3,7845300
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا براش بين دنداني پروفشنال 0.6 ميليمتري زرد ايزو صفر,A,0,3,9244800
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا براش بين دنداني پروفشنال 0.8ميليمتري نارنجي ايزو يک,A,0,3,9244800
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا براش بين دنداني پروفشنال 0.9 ميليمتري سبز ايزو دو,A,0,3,9244800
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا براش بين دنداني پروفشنال 1.1 ميليمتري آبي ايزو سه,A,0,3,9244800
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا زبان پاک کن پروفشنال کر,A,0,3,7626900
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا زبان پاک کن دو کاره,A,0,3,7626900
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک ارتودنسي,A,0,3,6105300
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-battery-powered,تريزا مسواک باطري دار سونيک پاور پرو اينتردنتال نرم,A,0,1,11077940
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک بيبي اکسترا سافت,A,0,3,6105300
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرفکت وايت متوسط,A,0,3,7932180
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرفکت وايت نرم,A,0,3,7932180
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرل وايت متوسط,A,0,3,3966090
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرل وايت متوسط دو تايي,A,0,3,5947950
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرل وايت نرم,A,0,3,3966090
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرل وايت نرم دو تايي,A,0,3,5947950
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرو اينتردنتال متوسط با محافظ,A,0,3,8216310
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرو اينتردنتال متوسط دو تايي,A,0,3,8216310
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرو اينتردنتال نرم با محافظ,A,0,3,8216310
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرو اينتردنتال نرم دو تايي,A,0,3,8216310
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پرو سنسيتيو بسيار نرم,A,0,3,6100590
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک پروفيلاک فاين تيپ حساس با محافظ,A,0,3,8237430
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک تراول متوسط تاشو,A,0,3,7016370
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فلکسيبل هد متوسط  با محافظ,A,0,3,7016370
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فلکسيبل هد متوسط چهارتايي,A,0,3,14032740
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فلکسيبل هد نرم با محافظ,A,0,3,7016370
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فلکسيبل هد نرم چهارتايي,A,0,3,14032740
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فلکسيبل وايت متوسط  دو تايي,A,0,3,9122700
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فلکسيبل وايت نرم  دو تايي,A,0,3,9122700
فروش,آنلاین,1740.0,1404,اردیبهشت,1404/02/31,نرگس خليلي مسگري,فروشگاه هاي آنلاين,خرده فروشي آنلاين,شرکت تمدن مدرن ري,Trisa-Toothbrush,تريزا مسواک فوکوس پروکلين متوسط  با محافظ,A,0,3,3355560
